PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
264739502,21196976,27,2021-10-28T07:00:00,"400 Block Ottillia St Pittsburgh, PA 15210",N,Mount Oliver,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1607,,,-79.9817776865761,40.4125913739538
264741990,21197009,26,2021-10-28T08:00:00,"2500 Block Chauncey Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,CRIMINAL TRESPASS,3503 Criminal Trespass,509,6,3,-79.9738397090324,40.4509833047534
264745241,21197040,11,2021-10-27T21:00:00,"6800 Block Thomas Blvd Pittsburgh, PA 15208",N,Point Breeze North,4,IDENTITY THEFT,4120 Identity Theft,1405,9,2,-79.9090233225992,40.453731756328
264748189,21197051,6,2021-10-27T12:00:00,"10 Block Allegheny Center Way Pittsburgh, PA 15212",N,Allegheny Center,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2204,1,1,-80.0070278325912,40.4519174333266
264750246,21197062,10,2021-10-28T10:15:00,"Fahnestock St & Tokay St Pittsburgh, PA 15221",N,East Hills,5,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3743 Accidents Involving Damage to Attended Veh. or Property,1306,9,2,-79.8789011413331,40.4532720841856
265713821,21205043,99,2021-11-10T15:51:00,"500 Block Greenfield Ave Pittsburgh, PA 15207",N,Greenfield,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1516,5,3,-79.9421696179388,40.4253797753972
265728319,21205321,11,2021-11-11T02:30:00,"1100 Block Premier St Pittsburgh, PA 15201",Y,Stanton Heights,5,CREDIT CARDS,4106 Access Device Fraud / 5506 Loitering and Prowling at Night / 627.02(b)(i) Possessing a small amount of marijuana / 903 Criminal Conspiracy. / 901 Criminal Attempt,1018,7,2,-79.9400404844217,40.4832591437563
265767959,21205506,11,2021-11-11T12:00:00,"100 Block S Fairmount St Pittsburgh, PA 15206",N,Friendship,5,IDENTITY THEFT,4120 Identity Theft,807,9,2,-79.9319532681863,40.4645667404569
265774717,21205642,99,2021-11-10T10:00:00,"1000 Block California Ave Pittsburgh, PA 15212",N,California-Kirkbride,1,DRUG INVESTIGATION,9124 Drug Investigation,2507,6,1,-80.0220586506002,40.4590926000662
-3542039380,21205623,14,2021-11-11T15:29:00,"3000 Block Chartiers Ave Pittsburgh, PA 15204",N,Sheraden,6,CRIM MISCHIEF,3304 Criminal Mischief.,2022,2,5,-80.058481942609,40.4545060858459
265781977,21205681,99,2021-11-11T17:01:00,"Ridge Ave & Merchant St Pittsburgh, PA 15212",N,Allegheny West,1,POSSIBLE STOLEN CAR RECOVERED,9125 Possible  Stolen Car Recovered,2201,1,1,-80.0096305668134,40.4518253885711
-3542039397,21205679,6,2021-11-11T17:19:00,"3000 Block Merwyn Ave Pittsburgh, PA 15204",N,Sheraden,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2018,2,5,-80.0518596858958,40.4572755472928
264856971,21197924,0,2021-10-29T15:30:00,"5900 Block Centre Ave Pittsburgh, PA 15206",N,Shadyside,4,99,9999 9999 - (Misc. Incident): ,705,,,0,0
264863405,21198006,5,2021-10-29T18:01:00,"7200 Block Bennett St Pittsburgh, PA 15208",N,Homewood South,5,BURGLARY,3502 Burglary. / 3503 Criminal Trespass,1303,9,2,-79.8966319961519,40.4564560852674
264874628,21198277,14,2021-10-30T03:15:00,"6500 Block Hamilton Ave Pittsburgh, PA 15206",N,Larimer,5,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1208,9,2,-79.9142657236002,40.4589924478051
264875233,21198282,99,2021-10-30T03:28:00,"500 Block Protectory Pl Pittsburgh, PA 15219",N,Crawford-Roberts,2,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,305,6,3,-79.9850242704509,40.4414802840403
264881085,21198047,0,2021-10-29T19:45:00,"5800 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,99,9999 9999 - (Misc. Incident): ,1115,,,0,0
265250438,21201395,0,2021-11-04T07:14:00,"2500 Block Chauncey Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,9999 9999 - (Misc. Incident): ,509,6,3,-79.9738397090324,40.4509833047534
265560977,21204174,10,2021-11-09T07:30:00,"700 Block Horning St Pittsburgh, PA 15227",N,Overbrook,3,HARRASSMENT,2709(a) Harassment.,3204,,,0,0
265706061,21205051,10,2021-11-10T15:49:00,"4600 Block Monongahela St Pittsburgh, PA 15207",Y,Central Business District,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a)(3) Harassment No Legitimate Purpose / 2709(a)(4) Harassment Communicates Prohibited Acts / 2709.1 Stalking Conduct or Repeatedly Acts Including Follows,1501,5,3,-79.9445394144304,40.4149873916242
265892671,21206901,10,2021-11-13T18:06:00,"2500 Block Brighton Rd Pittsburgh, PA 15212",Y,Marshall-Shadeland,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,1,-80.0250097143295,40.4669232988223
265897359,21207128,0,2021-11-14T03:10:00,"2200 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,99,9999 9999 - (Misc. Incident): ,1306,9,2,-79.8739860791841,40.4536637189009
265899423,21207149,5,2021-11-14T03:38:00,"2400 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,BURGLARY,3502 Burglary.,1609,3,3,-79.9707882277001,40.4279555979069
265905116,21207232,14,2021-11-14T09:13:00,"500 Block N Negley Ave Pittsburgh, PA 15206",N,East Liberty,5,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 9999 9999 - (Misc. Incident): non-violent intimate partner domestic,1113,9,2,-79.9277273373805,40.4678194981381
265913383,21207825,99,2021-11-14T11:18:00,"1600 Block Lowrie St Pittsburgh, PA 15212",N,Troy Hill,1,MENTAL 201/302,9498 302 (Mental),2406,1,1,-79.9835621773248,40.462751295377
265916126,21207349,14,2021-11-14T14:45:00,"200 Block Rochelle St Pittsburgh, PA 15210",N,Knoxville,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,3001,3,5,-79.9905902505923,40.4151064580715
266593342,21211824,10,2021-11-22T16:53:00,"5500 Block Hays St Pittsburgh, PA 15206",N,East Liberty,5,SIMPLE ASSAULT,2701 Simple Assault.,1113,9,2,-79.9295980729089,40.4704487820794
264841885,21197704,99,2021-10-29T08:39:00,"2000 Block Wharton St Pittsburgh, PA 15203",Y,South Side Flats,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1702,3,3,-79.976432641371,40.4303408118696
264849539,21197778,0,2021-10-29T08:50:00,"2000 Block Wharton St Pittsburgh, PA 15203",Y,South Side Flats,3,99,"3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means",1702,3,3,-79.976432641371,40.4303408118696
-3320027646,21197841,27,2021-10-29T10:39:00,"6400 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3714 Careless Driving / 1785 Proof of Financial Responsibility Following Accident.,1115,9,2,-79.917435063919,40.4575134909614
264862285,21198004,0,2021-10-29T18:00:00,"800 Block Lilac St Pittsburgh, PA 15217",N,Greenfield,4,99,9999 (Misc. Crime): ,1517,5,3,-79.9353560634026,40.4249305800417
265346251,21201904,4,2021-11-05T06:27:00,"1000 Block Chartiers Ave Pittsburgh, PA 15220",Y,Elliott,6,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person.,2020,2,5,-80.0406106283708,40.4442082382811
265862688,21206451,21,2021-11-12T21:56:00,"30 Block Woodville Ave Pittsburgh, PA 15220",Y,West End,6,DUI - GENERAL IMPAIRMENT,3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16% / 3802(a)(1) DUI - General Impairment,2019,2,5,-80.0329808044788,40.4345466967018
265862804,21206448,10,2021-11-12T21:17:00,"400 Block Camfield St Pittsburgh, PA 15210",Y,Bon Air,3,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1806,4,5,-79.9983772576796,40.4056329604913
265863145,21206482,27,2021-11-12T22:20:00,"Ohio River Blvd & Mckees Rocks Brg Pittsburgh, PA 15212",N,Brighton Heights,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2701,1,1,-80.0438525222314,40.4795625086697
265863831,21206524,23,2021-11-12T23:57:00,"E Carson St & S 17th St Pittsburgh, PA 15203",Y,South Side Flats,3,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,1702,3,3,-79.9820508989135,40.4288428977869
265864643,21206535,18,2021-11-13T01:03:00,"W Carson St & Corliss St Pittsburgh, PA 15204",Y,Esplen,6,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 1301 Registration and Certificate of Title Required. / 1311 Registration Card to be Signed and Exhibited on Demand. / 1786 Required Financial Responsibility.,2017,2,5,-80.0393705581688,40.452893742043
265866149,21206616,14,2021-11-13T04:12:00,"Hamilton Ave & Putnam St Pittsburgh, PA 15206",N,Larimer,5,CRIM MISCHIEF,3304 Criminal Mischief.,1208,9,2,-79.9131312057691,40.458829712564
265867139,21206598,3,2021-11-13T03:00:00,"100 Block Hazlett St Pittsburgh, PA 15214",N,Northview Heights,1,ROBBERY,3701 Robbery. / 2702 Aggravated Assault.,2609,1,1,-80.0016475315907,40.4771220938326
265867944,21206518,10,2021-11-12T23:55:00,"1900 Block Perrysville Ave Pittsburgh, PA 15214",Y,Perry South,1,HARRASSMENT,2709 Harassment (Non-Specific),2614,,,0,0
265871458,21206661,3,2021-11-13T08:18:00,"10 Block Stanwix St Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY,3701 Robbery.,201,6,6,-80.0050643787146,40.439151400157
266721322,21212452,27,2021-11-23T19:09:00,"1500 Block Davis Ave Pittsburgh, PA 15212",N,Brighton Heights,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2703,1,1,-80.0379253696126,40.4810703259512
264885375,21198402,29,2021-10-30T10:36:00,"1200 Block Thelma St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2715,1,1,-80.0271774539283,40.4689872782725
264894715,21198558,6,2021-10-30T07:00:00,"600 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1803,3,5,-79.9972070893429,40.4215599781998
264895289,21198560,18,2021-10-30T16:10:00,"300 Block Stanhope St Pittsburgh, PA 15204",Y,Esplen,6,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 5505 Public Drunkenness,2017,2,5,-80.0560987994453,40.4636361509949
265988235,21207846,10,2021-11-12T20:00:00,"1600 Block Metropolitan St Pittsburgh, PA 15233",N,Chateau,1,HARRASSMENT,2709 Harassment (Non-Specific),2108,6,1,-80.0308311461945,40.4554871715015
265988329,21207847,6,2021-11-15T03:00:00,"200 Block Wayside St Pittsburgh, PA 15210",N,Overbrook,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,3204,4,5,-79.9945458135364,40.3881198767632
265988559,21207848,0,2021-11-15T14:42:00,"700 Block Hazelwood Ave Pittsburgh, PA 15217",N,Greenfield,4,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,1517,5,3,-79.9330729845972,40.4197989425339
265992355,21207891,0,2021-11-15T16:22:00,"2100 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,9994 PFA Service,509,6,3,-79.9806857398547,40.4470578842206
265993145,21207893,27,2021-11-14T19:15:00,"Butler St & 51st St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1011,7,2,-79.9557027201215,40.4783554005635
265996566,21207913,6,2021-11-15T00:01:00,"3500 Block Mc Clure Ave Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2703,1,1,-80.0350173690278,40.4788671378229
265998417,21207914,6,2021-11-15T14:06:00,"5500 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",709,8,2,-79.9364516460773,40.4565706706801
265999628,21207929,10,2021-11-15T16:00:00,"600 Block W Warrington Ave Pittsburgh, PA 15226",N,Beltzhoover,3,HARRASSMENT,2709 Harassment (Non-Specific),1809,3,5,-79.9972070893429,40.4215599781998
266000016,21207930,27,2021-11-15T15:35:00,"4900 Block Harrison St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,901,7,2,-79.958384781083,40.4780846112133
266000321,21207963,6,2021-11-15T03:17:00,"1600 Block Waterfront Pl Pittsburgh, PA 15222",N,Strip District,2,THEFT FROM AUTO,3934 Theft from Vehicle,203,,,0,0
266000696,21207964,14,2021-11-15T16:00:00,"2900 Block Zephyr Ave Pittsburgh, PA 15204",N,Sheraden,6,CRIM MISCHIEF,3304 Criminal Mischief.,2018,2,5,-80.0520014330687,40.4547846707882
266003467,21207974,11,2021-11-15T00:01:00,"4200 Block Gladstone St Pittsburgh, PA 15207",N,Greenfield,4,THEFT BY DECEPTION,3922 Theft by Deception.,1516,5,3,-79.9451835144085,40.4225193326859
266008050,21208038,0,2021-11-15T00:01:00,"2600 Block Shiras Ave Pittsburgh, PA 15216",N,Beechview,6,99,9999 9999 - (Misc. Incident): ,1920,4,5,-80.0291447829981,40.4039129428698
266016855,21208023,0,2021-11-15T20:22:00,"5200 Block Celia Pl NE Pittsburgh, PA 15224",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): ,806,7,2,-79.940762387275,40.4578861929338
266021460,21208098,6,2021-11-15T23:40:00,"6900 Block Kelly St Pittsburgh, PA 15208",Y,Homewood West,5,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License.",1207,9,2,-79.9043607371358,40.4571985079463
266544433,21211640,11,2021-11-17T00:01:00,"5400 Block Aylesboro Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,THEFT BY DECEPTION,3922 Theft by Deception. / 4120 Identity Theft,1401,8,3,-79.9335176274877,40.438299703852
266550210,21211654,27,2021-11-22T09:00:00,"3200 Block Lecky Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2715,1,1,-80.0344226025769,40.4744448069305
266571695,21211691,27,2021-11-22T11:10:00,"2300 Block Jane St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1609,3,3,-79.9726581872676,40.4257834528673
266576240,21211735,6,2021-11-19T16:00:00,"6400 Block Station St Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1115,9,2,-79.9187492267927,40.4610531897644
266577428,21211736,11,2021-11-20T00:01:00,"100 Block Washington Pl Pittsburgh, PA 15219",N,Central Business District,2,THEFT BY DECEPTION,3922 Theft by Deception.,201,,,-80.0615118313938,40.3440602798926
266584646,21211751,0,2021-11-22T00:01:00,"Grant St & 4th Ave Pittsburgh, PA 15219",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-79.997702490972,40.438050536273
266589516,21211835,6,2021-11-21T19:30:00,"100 Block S Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1115,7,2,-79.919381630796,40.4726220390404
264754915,21197078,6,2021-10-28T07:00:00,"500 Block Gettysburg St Pittsburgh, PA 15206",N,Point Breeze,4,THEFT FROM AUTO,3934 Theft from Vehicle,1404,8,3,-79.9155930886261,40.4499080395452
264770533,21197136,6,2021-10-28T01:01:00,"100 Block 36th Skwy Pittsburgh, PA 15201",N,Terrace Village,2,THEFT FROM AUTO,3934 Theft from Vehicle,510,7,2,-79.9681105194991,40.4665363691071
264786463,21197193,10,2021-10-28T12:30:00,"100 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,TERRORISTIC THREATS,2706 Terroristic Threats. / 3304 Criminal Mischief.,1115,7,2,-79.919381630796,40.4726220390404
265531927,21203912,29,2021-11-08T18:10:00,"700 Block Mc Lain St Pittsburgh, PA 15210",N,Allentown,3,RUNAWAYS - JUVENILE,029 Missing Juvenile,1803,3,5,-79.9958385034292,40.4242109104584
265702780,21205015,6,2021-11-10T15:07:00,"4500 Block Armorhill Ave Pittsburgh, PA 15207",N,New Homestead,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud,3103,5,3,-79.921097969226,40.3960031548786
265801429,21205848,0,2021-11-11T22:30:00,"3100 Block Cordell Pl Pittsburgh, PA 15203",N,Arlington Heights,3,99,8106 Shots Fired / 607.03 Discharging Firearm or Airgun,1604,3,3,-79.963452973864,40.4177171713237
265802696,21205849,4,2021-11-11T23:48:00,"1500 Block Lincoln Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 3304 Criminal Mischief. / 607.03 Discharging Firearm or Airgun,1202,9,2,-79.895848339806,40.4686838773008
265803848,21205936,0,2021-11-12T01:45:00,"1400 Block N Homewood Ave Pittsburgh, PA 15208",N,Homewood North,5,99,9993 PFA Service with Weapons Supplement,1302,9,2,-79.8947327636471,40.460885102252
265804373,21205932,26,2021-11-11T13:30:00,"200 Block Flowers Ave Pittsburgh, PA 15207",N,Hazelwood,4,CRIMINAL TRESPASS,3503 Criminal Trespass,1515,5,3,-79.9422715361284,40.4101566962203
265815413,21205961,0,2021-11-12T03:07:00,"1400 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment / 1501 Drivers Required to be Licensed. / 3714 Careless Driving / 1543 Driving While Operating Privilege is Suspended or Revoked.,2902,4,3,-79.989376914116,40.4021689990597
265823969,21206036,14,2021-11-12T08:37:00,"3500 Block Liberty Ave Pittsburgh, PA 15201",N,Lower Lawrenceville,2,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar) / 9130 Graffiti Investigation",603,7,2,-79.9643829312081,40.4615405961568
264882490,21198365,6,2021-10-30T06:18:00,"1200 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,1702,3,3,-79.9862131966527,40.4285828598749
264902263,21198567,0,2021-10-30T15:46:00,"1100 Block Chelton Ave Pittsburgh, PA 15226",N,Brookline,6,99,9998 Overdose Other,1918,4,5,-80.015868533356,40.390471678426
264911240,21198907,6,2021-10-31T02:45:00,"7300 Block Forest Way Pittsburgh, PA 15208",N,Homewood North,5,THEFT FROM AUTO,3934 Theft from Vehicle,1302,9,2,-79.8939529767035,40.4573196541867
265264456,21201461,0,2021-11-03T14:20:00,"200 Block N Bellefield/ Western Pa School for Blind Children Ave Pittsburgh, PA 15213",N,North Oakland,4,99,9999 9999 - (Misc. Incident): Possible Firearm on School Property,403,,,0,0
265296206,21198780,27,2021-10-30T00:30:00,"Baum Blvd & Enfield St Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,507,7,2,-79.9494418537909,40.4540888969328
265926747,21207490,10,2021-11-14T20:29:00,"2100 Block Lowrie St Pittsburgh, PA 15212",Y,Troy Hill,1,SIMPLE ASSAULT,2701 Simple Assault. / 2709(a) Harassment. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2406,1,1,-79.9788497781225,40.4692653644444
265928695,21207572,18,2021-11-15T00:55:00,"N Lang Ave & Frankstown Ave Pittsburgh, PA 15208",Y,Homewood North,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,1301,9,2,-79.8985316667264,40.4579137505913
266014299,21208057,0,2021-11-15T21:52:00,"2100 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,99,9999 9999 - (Misc. Incident): ,2614,6,1,-80.0122625030587,40.4636814416119
266021061,21208123,6,2021-11-16T00:29:00,"100 Block Ruth St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1807,2,5,-80.0052318979665,40.4237908892986
266085967,21208411,0,2021-11-16T15:25:00,"7300 Block Upland St Pittsburgh, PA 15206",N,Homewood North,5,99,9999 9999 - (Misc. Incident): Intimate Partner Domestic ,1301,,,0,0
266104026,21208514,0,2021-11-16T18:45:00,"2500 Block Spring St Pittsburgh, PA 15210",Y,Arlington,3,99,9999 9999 - (Misc. Incident): ,1603,7,6,-79.9794876272461,40.4536769016017
266146348,21208864,27,2021-11-12T15:00:00,"4900 Block Hatfield St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,901,7,2,-79.9574839223269,40.4775100116361
264744097,21196992,10,2021-10-28T08:29:00,"2400 Block Brighton Rd Pittsburgh, PA 15212",Y,Perry South,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2615,6,1,-80.0248187709871,40.4656693411108
264853166,21197861,99,2021-10-29T13:46:00,"4600 Block 5th Ave Pittsburgh, PA 15213",Y,North Oakland,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),404,8,3,-79.9486620860961,40.4466589260251
264862825,21198051,99,2021-10-29T19:57:00,"2100 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,AIDED CASE,9497 Aided Case,1609,3,3,-79.9760719669211,40.4283146103026
264863618,21198068,99,2021-10-29T21:19:00,"1600 Block Brighton Pl Pittsburgh, PA 15212",Y,California-Kirkbride,1,MENTAL 201/302,9498 302 (Mental),2507,6,1,-80.0169657659041,40.4578827996754
264907934,21198754,14,2021-10-30T22:29:00,"60 Block Olive St Pittsburgh, PA 15214",N,Fineview,1,CRIM MISCHIEF,3304 Criminal Mischief.,2509,6,1,-80.0084679010352,40.4644003111729
264913890,21198849,99,2021-10-31T01:14:00,"S 20th St & Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,FOUND PROPERTY,9489 Found Property,1702,3,3,-79.9777310838731,40.4276768910264
264919777,21198517,18,2021-10-30T15:30:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance / 9124 Drug Investigation / 1332 Display of Registration Plate. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1301 Registration and Certificate of Title Required. / 4524 Windshield Obstructions and Wipers. / 1372 Unauthorized Transfer or Use of Registration.,1203,9,2,-79.9086166765251,40.4703056329977
264981389,21198806,4,2021-10-31T00:06:00,"S 21st St & Sarah St Pittsburgh, PA 15203",Y,South Side Flats,3,AGG-ASSAULT,2702 Aggravated Assault. / 901 Criminal Attempt / 907 Possessing Instruments of Crime.,1609,3,3,-79.9763477687553,40.4275964722009
265912440,21207284,0,2021-11-14T11:30:00,"7500 Block Bennett St Pittsburgh, PA 15208",N,Homewood South,5,99,9093 Indirect Criminal Contempt,1304,9,2,-79.8922074155482,40.4552838255438
265924088,21207477,10,2021-11-14T19:55:00,"3100 Block Shady Ave Pittsburgh, PA 15217",Y,Squirrel Hill South,4,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,1414,5,3,-79.9239628679158,40.4238572550296
265924907,21207383,18,2021-11-14T15:55:00,"Lilac St & Saline St Pittsburgh, PA 15217",Y,Squirrel Hill South,4,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 4581 Restraint Systems. / 3353 Prohibitions in Specified Places. / 3802(a)(1) DUI - General Impairment,1414,5,3,-79.9262653812202,40.4230933242029
266796262,21212711,6,2021-11-24T08:45:00,"5000 Block Warwick Ter Pittsburgh, PA 15213",N,Squirrel Hill North,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1401,,,0,0
265486966,21203501,4,2021-11-08T01:16:00,"2100 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,AGG-ASSAULT,2702 Aggravated Assault. / 901 Criminal Attempt,1609,3,3,-79.9760719669211,40.4283146103026
265501560,21203655,11,2021-11-08T10:00:00,"1200 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,CREDIT CARDS,4106 Access Device Fraud,2902,4,3,-79.9901999851368,40.4040717030521
265507778,21203702,11,2021-11-08T12:00:00,"1400 Block Breining St Pittsburgh, PA 15226",N,Brookline,6,CREDIT CARDS,4106 Access Device Fraud / 4120 Identity Theft,1918,4,5,-80.0097805860185,40.3905854882548
265648924,21204771,6,2021-11-10T08:06:00,"6400 Block Clifford St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud,1203,9,2,-79.9067429478539,40.4703287766244
265829541,21206066,0,2021-11-12T09:31:00,"1200 Block Loraine St Pittsburgh, PA 15212",N,Central North Side,1,99,9999 9999 - (Misc. Incident): ,2206,1,1,-80.0053390835934,40.4561936166485
266087152,21205051,10,2021-11-10T15:49:00,"Municipal Courts Dr & 2nd Ave Pittsburgh, PA 15219",Y,Central Business District,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a)(4) Harassment Communicates Prohibited Acts / 2709.1 Stalking Conduct or Repeatedly Acts Including Follows,1501,6,3,-79.9947605237325,40.4356768696544
266534369,21211569,27,2021-11-19T22:40:00,"S Main St & W Carson St Pittsburgh, PA 15219",N,South Shore,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1921,,,0,0
266535765,21211594,27,2021-11-22T08:30:00,"1000 Block Theona St Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2902,4,3,-79.9866880629447,40.4059538329256
264676510,21196606,99,2021-10-27T16:15:00,"7100 Block Vann Rd Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,FOUND PROPERTY,9489 Found Property,1202,9,2,-79.8948685465501,40.46487108074
264795069,21197334,6,2021-10-28T14:00:00,"2600 Block Tunnel Blvd Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1609,,,0,0
264797151,21197400,0,2021-10-28T18:45:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,99,9999 9999 - (Misc. Incident): Custody Dispute,2507,6,1,-80.0165685056208,40.4568744092444
